id,takeout,delivery,outdoor_seating,drive_thru,accesibility,alcohol,dietary_restrictions,catering,counter_service,good_for_kids,wi_fi,credit_card,groups,accept_reservation,rating
0x88e77aebb4b01eab:0xb72de9c68cdc220b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2
0x88d90168da3f576f:0x7d2cb132fce75b6a,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4
0x88dca899d53d71bb:0x402cf932eeaa4ab0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0x88d90319155c44a9:0x9abfade11830d0ca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9
0x88db3f2b2225de91:0x77f995588cad28a7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.5
0x88ec58b0bba9cb45:0x107cb06387800d6a,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
0x88d8e1f2bbb17ca1:0xbbaf9c76407f7dac,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1
0x88d91bcb6ba5204d:0x81be71e31bab630e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
0x88d9a998bfec5ae9:0xaf5b444ebe94dc53,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.3
0x88d9abc90f605ab7:0x8f6792f067db10f4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4
0x88d9b79c36201e27:0xef2ed579ecb2d0a6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.1
0x88c302caf69f54f1:0xdbfcd85ccc764c4f,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.6
0x88913fbbc1c30581:0xfdb89b53c0e092d6,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.9
0x88c2c4f199418f8f:0x610540c2747e67a6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2
0x88c2d1bdbe6bdfcd:0x310f81d55bdf855d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2
0x88d91b7231c66891:0x5a090764560f7aa0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88d9b916b13985b5:0xa25dfee7c3b98896,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4
0x88c2e3b29fffad8b:0x5c70fe28f9b0f8ea,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4.7
0x88d9ab9f3edd30e7:0x297c33e88f6952e8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
0x88d9ba089f1d65c5:0xaecbe69a9279d0e,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4
0x88c2f01835a27011:0x3fa7780af8f875e4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5
0x8891435637927f6f:0x5d4f0358f3706bc9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3
0x88e6d81377dca143:0xbfd39825a76c7759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4
0x88d9b5acfd274ec1:0xa9f7ee30f212759b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88d9ab06daa2fd33:0x95b48f6bb364887b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0x88db15b5f8d2e5d3:0xd2bf1393b9451b25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.9
0x88d9b64fee5193ab:0x86da272b8d1aa234,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3
0x88e798a20afd405d:0x1fd111bdb18c2c95,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5
0x88d9b1142cdb7015:0xb41a0c87a679f7ce,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.6
0x88d9b799b42ce1a7:0xa791e2be96c8933b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9
0x88d9b6811a7761f5:0xf3d18ce005b495a0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3
0x88d9c7e5ca8587cf:0x35431fd9edb320bc,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4.5
0x88e5b4f34690250d:0x6ba06216c5411de4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.5
0x88c2e4ae656272fd:0x72a558e75567f560,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2
0x88d9b7b423ea01ed:0x7bdbe528d92584c1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,3
0x88d9ad3814c78f0b:0x62e9fd75d8154531,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.3
0x88d9aeddcb9ccf6f:0x29da053897bd90f4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88d9ad9126c8f6e9:0xf321139d20c7479a,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.8
0x88e781ba5defd89b:0x8e5395866d0f3fac,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.6
0x88d9b485560eaca3:0x8ae8923733960bd1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,4.8
0x88e8a2c3034aa271:0x53f690485e70bc26,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3.8
0x88c2cfeb6f35d2b1:0xf81eac5de1ab69a7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1
0x88e76513597b43f3:0xb1fb57aa65daacfe,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0x88d9b48875565595:0xc6f6d04f72f1bf4e,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.1
0x88d9ab99549036ed:0x535126bbdd82c522,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.8
0x88e78e92a6f6013f:0x71d536e9f521ef3e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
0x88e752c9e3157e97:0xba740ff7aa23d0b6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
0x88e8a385ae09e749:0x6855b972aec8b538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
0x88dba422e400d197:0xac1344bf887c6265,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4
0x88e5b7ca5390c319:0x3635140951c87767,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.2
0x8890c06b54b4762d:0x2d84d7eaa6d1911d,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.6
0x88c2c195e846798b:0xcdad168de0b75427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3
0x88c341ec0fb05f57:0x708c4ad0ace116c1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4.6
0x88c2ba07a7d66bcb:0x308618362f080187,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.7
0x88e5b53061af0269:0x613a1a00000a7fc2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3
0x88d91e79b91e3bfb:0x98c81dce01a6f371,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2
0x88d9b6b68f32ef15:0x248e55b8c53553cf,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4
0x88d9ca6b37d86b35:0x6f0eed29c9fc2a9e,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.6
0x88e7a3b75d105025:0x21236c61b77fea4d,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.3
0x80c2ba9bb1e55a89:0x9740bf7f3efa503e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0x88d9a7a43fda1699:0x23a1b2f0e42ce91b,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.6
0x88de8d2ef511c0f5:0xd4f2bf74267f137a,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4.4
0x88e7408ba01d4c05:0x1c96b753adbd7c5d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
0x88c2c12a185b9c35:0x95bd1dd23d3d3106,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.3
0x88d9010693933113:0x801ada1414f1fa77,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4
0x88dae213a6e8b957:0xd53c73b0cca4d25d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.8
0x88d91bfd69dfd1d9:0x470e98e60a31884a,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.6
0x88dd13042f66620d:0x1d838a15d1b14ed7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88e5c77f74a1248f:0x9c6350c77c4d69f3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
0x88c2f3ad77adb2b1:0xe39d406cc7ecae60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8
0x88dae2504c73736d:0xc1e6faed858b26be,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.3
0x88d8e13b01bc9127:0xacf990f6fe3265f4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88e5c4a70691d6ef:0xd957b4be381926ae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9
0x88e5c793e5fd0eeb:0xf08c5db78826cc22,1,1,0,0,1,0,0,0,0,0,1,0,0,0,4.6
0x88c2e3b894727003:0xcc788ea99b2eec9e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3
0x88e77d85270e4b85:0xb215e2efbaad6feb,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
0x88d9b7962f330e37:0x545cbd258b6c31f4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88d927d5255e250d:0x2b7b13b9b2c47a99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2
0x88d9c1250386fb01:0x4e0f7ca9f064f153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88d9c76c8f00044b:0x20f2c6349aef7800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3
0x88e7704613dc7b19:0x4c07af849b768ad6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.4
0x8890a5611be6d03b:0xa82e69f708ad99e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
0x88c2e365365d9729:0x644aef64e031bf73,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.3
0x88c2c6c1268863b5:0x713ae965ec6cc617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3
0x88e6da2632b7a201:0x19728e3489fddc17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9
0x88e70d0b2e907fe7:0x3e998abdd1cacb73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2
0x88d1b6e9c28f08eb:0x5cc01135ddb333c8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88c2b1222b1c6dd3:0xeb5acc88f2b1613d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
0x88de5e8705815ccd:0xa560d6b6f8d19d5b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88c2d1c55e940381:0x5f805619d068dfe9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.7
0x88d8d533265106d7:0x3390151f9eec93b7,1,1,0,0,1,0,0,0,0,0,0,0,1,0,5
0x88d9b686ac4f6f4b:0x646dba9ec289041f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2
0x88db1763826c4743:0x277418ee319b9a37,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.6
0x88c2c1c85413e9c7:0x4603ced40575872e,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.7
0x88d9b7e8a9248bb1:0x92213a95605034a6,1,1,0,1,1,0,0,0,0,0,0,0,1,1,4.5
0x88d9020e74b42443:0xc348cf40cf2acf13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88e5b7ca52b3a39f:0x4d2686bf4682433a,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4
0x88e5b5994be40ba1:0x5c93029236eb64e2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
0x88d9b150fbc75ba7:0xe5b6268540ad1e79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
0x88d9ad1ad5daecf7:0xe742998996059085,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.6
0x88d9b7a3506a2169:0x9bceb25b50dd779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.9
0x88d9abc916b4bfab:0xf0e30089a4a56634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88e5c19bc55ba055:0x8ff0e445fb7ffa80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0x8890eab2a2573123:0x30f106c21ee959e6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.9
0x88d9b79a0f77d857:0x7538ff241741e931,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88c2d1a3de88ee7f:0x9711113bf46ecef0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3
0x88d9b4851f451b49:0xee1f55d00f51dc21,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3.5
0x88d9b69a3c5e59e1:0xc570c74bc88092f1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88e7708d74c95d03:0xdfd04c6b7c860cca,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
0x88e7775df70900b5:0x5907c6d86a14da91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8
0x88e449b5c496805b:0x417cdbc98460d8da,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
0x88d9c12bd92db449:0xc16bddf5ebdba1aa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88c2bfb9cf7b28ed:0x422b9fe7a17fdd35,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4.5
0x88d91f92b76d0285:0x7ee312b37a06e61c,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4
0x88d9202045ac9cc5:0x6ed5cb7f1d70f8bd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8
0x80c8c43a46fec157:0x926bf804e22f038b,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5
0x88c2c64841a8f9a7:0x668b5498d7f54505,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.2
0x88d91911bd50e109:0xecd334674819296f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
0x88d9a9af4e72dde7:0xb9c65abe54992794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.9
0x88dd00ba6cb7c3f3:0x7d6640c0647473aa,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.1
0x88e74cc85ebc5c6f:0xcdc719c6599bb54,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.9
0x88c341abf552c1d5:0x167f9b3990327b03,1,1,0,0,1,0,0,0,0,0,0,1,0,0,4.2
0x88913fad3ea4d267:0x5fe9ecb64f60d3c0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2
0x88c2f75d35b38f0d:0x62fbe5f0363f03fa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
0x88d9bf29ce6fd5ad:0xbe51eec47e0a780f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.4
0x88e7d50f3302d53d:0xaa6acd2b0b08e0ce,1,1,0,0,1,0,0,0,0,0,0,0,1,1,4.1
0x88e6d7fc3c22935b:0x80633e71f6811a71,1,1,0,0,1,0,0,0,0,0,1,1,0,0,4.9
0x88c2e1760030876d:0xc4b9cbac8f9d5b96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
0x88e729a15004378b:0xb73ae658eec73bf8,1,1,0,0,1,0,1,0,0,0,0,0,0,0,5
0x88d90055c64579ed:0x9445c612d1229b57,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.9
0x88def19ce9332ce3:0x2feb1abc265ccbe1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2
0x88d9b557c8d61ba3:0x7423924bfc229066,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4.8
0x88e87f5be2fa0e09:0xb9eff9898c1d7eab,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5
0x88dd3f0f0116eb99:0xb8ab0e854c1ab65a,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.5
0x88c355f33482f58f:0x73b7b4cde78a3efd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88d905bf89f2d609:0xa25ae405b8c07573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
0x88e77f1d3e1f02b5:0xc3738f0cfc80bcc2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.9
0x88e5b6de1175f387:0x39d6be7c26571f91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88e5b5fbe375f329:0x6a22a1de9ef3a7a6,0,1,0,0,1,0,1,0,0,0,0,0,1,0,4.6
0x88c2c7706a71c887:0x43468a928dca23d1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
0x88d9b15715c73e35:0xab6ded887b2971c6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3
0x889143583f2f2387:0xc2e3a45058080b88,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2.3
0x88e7857a2ac0b829:0x382a37dce647487a,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4.4
0x8890957b3eea29d3:0xe008685fbab868ba,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.3
0x88c3179a0ecbc9b1:0x320367fd7bd34a88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0x88e77b01e56e9157:0x9d21969beb0339ac,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1.1
0x88e5b5c6abf8999b:0x4d39a03a2f7ebd0a,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.1
0x88c2ebd42158ee41:0x252350e7c371141f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
0x88d9b75971ace67b:0x959df3ed3df7337e,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4
0x88dd37cf1bff0443:0x1e14103f974bb6ae,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4.4
0x88e6d845b2600849:0xc7620c925e902f5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1
0x88d769e7b8a1255d:0x74efb8960ccc1ec4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.3
0x88c2c364dfc0a0f9:0x6fb783ecfd8680b3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6
0x88c2f2dbe1dfdb2d:0x722c38ccd252a0bc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.2
L_TT0BFmFwORAMaA83K54A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5
QjV4v7q_pt7tt3K1US7IHg,1,1,0,0,0,0,0,1,0,0,0,1,0,0,3
n8ecak12IF_jhnPNs37AZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
GVqXNt0HKJLpciN9ePxnWw,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5
z9wCTHYI2VZy9YIblwSsgg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
ZpmSEd9N042IJanBiKlKiQ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4
-H6s1c2NRic5UKxXqi4FdQ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
aSJdDcspNCf-2oNF2E6SJQ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
vuL3QCjFZ7lU5LMdUAmZ9Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
koeubKPpi6ax4FDh7_zcWg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
C3roKH0ekXBz8l0ZoUIvAA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
QehLpDI-ZdJJLu5dobDdxg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
_1jlbXWMxN50PQlaRpev7A,1,1,0,0,1,0,0,1,0,0,1,1,1,1,4.5
btycQr2eJqbNbArJdUxMmQ,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2.5
ifofBiQeb6DI0-u0KEQybg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
G0jHNZzhiHWCYZmZWCg-6w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bw0cpnfI-Y9QmjWzqS-oFg,1,0,1,0,0,0,0,0,0,0,1,1,1,1,4
69y8BIrahfo6I_5AkIYf-g,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9L-MR0arflwFMF9szEBOOg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
aYMpjij5ShtEoZueMrQPRw,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
k7oZJB7BSx37e-masOmiLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
utReYPKNKwb15UytLOr-Xw,1,1,0,0,1,0,0,1,0,0,1,1,0,0,3
DZdE09qqCcX7Atf3Df7Yqg,1,1,1,0,1,0,0,1,0,0,1,1,0,0,3.5
LwVhbEy_SHse2G_P2JXMyg,1,1,0,0,1,0,0,1,0,0,0,1,0,0,4
K8b2MQ5Az59-nzvqUfjJEQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
n6dw_zxL_4cVO6EP_m0joQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
RG4FoRw0vjzrCjMl4Apk4A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
qJ7OD1wm5JdRo4WxWR51Hg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4
WZgfBnIvBZ2B7OWkyiOPUA,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3
coQA2WS-e4RfsZYIgBKkaQ,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3.5
P7oAQxDu8rapFn8QY0nmyA,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4.5
nTZuJSfwCoNOyA1yS3rbOQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
x1zvE33a3y4lSKnbCsaAUA,1,0,1,0,0,0,0,1,0,0,1,1,0,0,3.5
lkJki8fwC_RX9819nzfkCA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
ewhGlOAo3GYriPFnLV004g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MzBXuXfCZi2VJ-ZKPAfdvw,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5
uxJRSGuOpTv4g7U7gWANyw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TO_Ha3HG_qETaDN8-yOVxg,1,1,0,0,1,0,0,1,0,0,1,1,0,0,2.5
E0KwLVaQ-uKEjJl3j_VAGQ,1,0,0,1,0,0,0,1,0,0,0,1,0,0,4
kdboJGRQZXuKYLIFMvsoJw,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
dhKHcuHvwgB5qAAYencsFw,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
zOzEoK5JvJCA244kYR7Prg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
0e7U3DahOeJsT0brY4n_uQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
jnge13lFtiLGXQEo5NwSYw,1,1,0,0,1,0,0,1,0,0,0,1,0,0,4.5
T8lxi3V2avTVXCanVkAFNg,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1.5
YovYgTM4ck3TJzi6XmRMZw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ydIiHK4TE_wd7gAyifNUAQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
zG9-Ii9mea1JhnQTv4_DxA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
ZMJz4ekxrcZdhBcnK4B_6g,1,1,1,0,1,0,0,0,0,0,1,1,1,1,3.5
CmDTNEVReN6CgE6ctlZhag,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
S5yNs8wzFRcJ6Qr7iobdoA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
byb88TuDmgiobijc0pAuog,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5
n6zEr09OC7WigrxfQ4rjQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
prEEus2L3Xo01nOvs2MaKg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5
f_6cI4MdPem_48WgD1Ofcw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
PEs5kilsGdB31jSt84ItuA,1,1,1,0,1,0,0,1,0,0,0,1,0,0,3
ntewVyhJ6C8H0U_KkduioQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
xNWueX3uZjmixQUkY38GzQ,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3
